3.72007597602e-44 0.0
8.12529534028e-44 0.0
1.76382278289e-43 0.0
3.80539012002e-43 0.0
8.15965639069e-43 0.0
1.73889356834e-42 0.0
3.68300728362e-42 0.0
7.75283605715e-42 0.0
1.62198587988e-41 0.0
3.37257785496e-41 0.0
6.96955973914e-41 0.0
1.4314531943e-40 0.0
2.92198111787e-40 0.0
5.92797146414e-40 0.0
1.19526237749e-39 0.0
2.39523892698e-39 0.0
4.7704887789e-39 0.0
9.44289938472e-39 0.0
1.85770304068e-38 0.0
3.63224945891e-38 0.0
7.05835487344e-38 0.0
1.36320056559e-37 0.0
2.61664298609e-37 0.0
4.99180523147e-37 0.0
9.46453405241e-37 0.0
1.78348429947e-36 0.0
3.34016398456e-36 0.0
6.21719849869e-36 0.0
1.15013845427e-35 0.0
2.11462791422e-35 0.0
3.86408119579e-35 0.0
7.01757354147e-35 0.0
1.2666486004e-34 0.0
2.2722377392e-34 0.0
4.05116410402e-34 0.0
7.1785106523e-34 0.0
1.2642044321e-33 0.0
2.21273147765e-33 0.0
3.84918305812e-33 0.0
6.65482842987e-33 0.0
1.14349325451e-32 0.0
1.95280463356e-32 0.0
3.31445733393e-32 0.0
5.59106466037e-32 0.0
9.37357034648e-32 0.0
1.56186688584e-31 0.0
2.5864937753e-31 0.0
4.25703581512e-31 0.0
6.96356472271e-31 0.0
1.13209891741e-30 0.0
1.82921847799e-30 0.0
2.93748211171e-30 0.0
4.68827769131e-30 0.0
7.43669329172e-30 0.0
1.17239743474e-29 0.0
1.83695405752e-29 0.0
2.86055416715e-29 0.0
4.42721387904e-29 0.0
6.80987714072e-29 0.0
1.04106176452e-28 0.0
1.58176572954e-28 0.0
2.38856065178e-28 0.0
3.58474965357e-28 0.0
5.34699570637e-28 0.0
7.92664275329e-28 0.0
1.16787720405e-27 0.0
1.71014731813e-27 0.0
2.48884764443e-27 0.0
3.5999091965e-27 0.0
5.17503423064e-27 0.0
7.39372601913e-27 0.0
1.0498854718e-26 0.0
1.48166132474e-26 0.0
2.07818597531e-26 0.0
2.89699883524e-26 0.0
4.01366089937e-26 0.0
5.52664387852e-26 0.0
7.56328960071e-26 0.0
1.02869925498e-25 0.0
1.39057547842e-25 0.0
1.86822489179e-25 0.0
2.49454985405e-25 0.0
3.31042434774e-25 0.0
4.36619967823e-25 0.0
5.72337187701e-25 0.0
7.45639288125e-25 0.0
9.6545947091e-25 0.0
1.24241806468e-24 0.0
1.58902201311e-24 0.0
2.01985649879e-24 0.0
2.55175846668e-24 0.0
3.2039598044e-24 0.0
3.99818605047e-24 0.0
4.95869488396e-24 0.0
6.11223747299e-24 0.0
7.48792521096e-24 0.0
9.11698463848e-24 0.0
1.10323846195e-23 0.0
1.32683222675e-23 0.0
1.58595578207e-23 0.0
1.88405936976e-23 0.0
2.2244699303e-23 0.0
2.61027906967e-23 0.0
3.04421827438e-23 0.0
3.52852405457e-23 0.0
4.06479663418e-23 0.0
4.65385671846e-23 0.0
5.29560569157e-23 0.0
5.9888952687e-23 0.0
6.73141308487e-23 0.0
7.5195908877e-23 0.0
8.34854186484e-23 0.0
9.21203314381e-23 0.0
1.01024986349e-22 0.0
1.10110961541e-22 0.0
1.19278111906e-22 0.0
1.28416078276e-22 0.0
1.37406252673e-22 0.0
1.4612416242e-22 0.0
1.54442214413e-22 0.0
